2017-07-04 14:23:28,759 [Stop Help Server] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@3361f9bf{/help,null,UNAVAILABLE}
2017-07-05 23:07:01,648 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2017-07-05 23:18:50,522 [Start Help Server] INFO  org.eclipse.jetty.util.log - Logging initialized @776925ms to org.eclipse.jetty.util.log.Slf4jLog
2017-07-05 23:18:51,044 [Start Help Server] INFO  org.eclipse.jetty.server.Server - jetty-9.4.5.v20170502
2017-07-05 23:18:51,116 [Start Help Server] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
2017-07-05 23:18:51,116 [Start Help Server] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
2017-07-05 23:18:51,118 [Start Help Server] INFO  org.eclipse.jetty.server.session - Scavenging every 600000ms
2017-07-05 23:18:51,225 [Start Help Server] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@467516b3{/help,null,AVAILABLE}
2017-07-05 23:18:51,463 [Start Help Server] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@5e726ae2{HTTP/1.1,[http/1.1]}{127.0.0.1:58299}
2017-07-05 23:18:51,463 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @777866ms
2017-07-06 00:08:25,093 [Stop Help Server] INFO  o.e.jetty.server.AbstractConnector - Stopped ServerConnector@5e726ae2{HTTP/1.1,[http/1.1]}{127.0.0.1:0}
2017-07-06 00:08:25,094 [Stop Help Server] INFO  org.eclipse.jetty.server.session - Stopped scavenging
2017-07-06 00:08:25,104 [Stop Help Server] INFO  o.e.j.server.handler.ContextHandler - Stopped o.e.j.s.ServletContextHandler@467516b3{/help,null,UNAVAILABLE}
2017-07-09 14:53:48,006 [Worker-4] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2017-07-12 12:44:16,286 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2017-07-12 14:10:40,159 [Worker-3] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2017-07-12 14:17:33,919 [Start Help Server] INFO  org.eclipse.jetty.util.log - Logging initialized @429921ms to org.eclipse.jetty.util.log.Slf4jLog
